,Unnamed: 0.1,Unnamed: 0,title,tmdbid,rank,release_date,runtime,summary,genres,production,country,director,starring,poster_path,study_level
265,265,801,Planet of the Apes,871,7.65,1968-02-07,112,"Astronaut Taylor crash lands on a distant planet ruled by apes who use a primitive race of humans for experimentation and sport. Soon Taylor finds himself among the hunted, his life in the hands of a benevolent chimpanzee scientist.","Science Fiction, Adventure, Drama, Action",APJAC Productions,United States of America,Franklin J. Schaffner,"Frank Delfino, Linda Harrison, Dianne Stanley, Martin Abrahams, David Chow, George Sasaki, Felix Silla, Harry Monty, Lou Wagner, Army Archerd, Irvin 'Zabo' Koszewski, William Graeff Jr., Kim Hunter, Eldon Burke, Dave Rodgers, Chuck Fisher, Joe Tornatore, James Daly, Priscilla Boyd, James Whitmore, Charlton Heston, Woodrow Parfrey, Stephan Merjanian, Erlynn Mary Botelho, Jeff Burton, Cass Martin, Buddy Douglas, Jane Ross, Norma Jean Kron, Smokey Roberds, Buck Kartalian, Lars Hensen, John Quijada, Emory Souza, Robert Gunner, Paul Lambert, James Bacon, Billy Curtis, Roddy McDowall, Norman Burton, Robert Lombardo, Wright King, Maurice Evans, Jerry Maren",/2r9iKnlSYEk4daQadsXfcjHfIjQ.jpg,C1
639,639,2002,12 Angry Men,12219,7.645,1997-08-17,117,"During the trial of a man accused of his father's murder, a lone juror takes a stand against the guilty verdict handed down by the others as a result of their preconceptions and prejudices.","Drama, TV Movie",MGM Television,United States of America,William Friedkin,"Jack Lemmon, Hume Cronyn, Douglas Spain, Ossie Davis, Armin Mueller-Stahl, James Gandolfini, Tony Danza, Tyrees Allen, Mykelti Williamson, Dorian Harewood, Courtney B. Vance, Edward James Olmos, William Petersen, Mary McDonnell, George C. Scott",/whDdYx3lh1LHTN0VlPFt51fX29g.jpg,B2
924,924,3186,The Graduate,37247,7.64,1967-12-21,106,"Benjamin, a recent college graduate very worried about his future, finds himself in a love triangle with an older woman and her daughter.","Drama, Romance, Comedy",AVCO Embassy Pictures,United States of America,Mike Nichols,"George Bruggeman, Harry Holcombe, Robert Perry, Laurence Haddon, Kevin Tighe, Brian Avery, Buddy Douglas, Elisabeth Fraser, Arthur Tovey, Donald F. Glut, Noam Pitlik, Jonathan Hole, Alice Ghostley, Eleanore Vogel, Eve McVeagh, Anthony Redondo, Hal Taggart, Elaine May, Jay Dee Witney, William Daniels, David Westberg, Tim Taylor, Elizabeth Wilson, Maris Wrixon, Lainie Miller, Clark Ross, Bernard Sell, Murray Hamilton, Marion Lorne, Sam O'Steen, Wally West, Stuart Nisbet, Buck Henry, Frank Baker, Bob Folkerson, Katharine Ross, Mike Farrell, Wayne Stam, Norman Fell, Robert P. Lieb, Anne Bancroft, Ben Murphy, Dustin Hoffman, Bob Eubanks, Walter Brooke, Garrett Cassell, William H. O'Brien, Richard Dreyfuss, Eddra Gale",/qtVvdSsm2hvau6ItLe4gWdFKe2M.jpg,B1
587,587,1796,Kubo and the Two Strings,313297,7.631,2016-08-18,102,"Kubo mesmerizes the people in his village with his magical gift for spinning wild tales with origami. When he accidentally summons an evil spirit seeking vengeance, Kubo is forced to go on a quest to solve the mystery of his fallen samurai father and his mystical weaponry, as well as discover his own magical powers.","Animation, Adventure, Family",Laika,United States of America,Travis Knight,"Ralph Fiennes, Michael Sun Lee, Minae Noji, Laura Miro, Meyrick Murphy, Luke Donaldson, Zachary Alexander Rice, Thomas Isao Morinaka, Ken Takemoto, Aaron Aoki, Saemi Nakamura, Alpha Takahashi, Rachel Morihiro, Art Parkinson, Matthew McConaughey, Rooney Mara, Mariel Sheets, Cary Y. Mizobe, George Takei, Charlize Theron, Brenda Vaccaro, Cary-Hiroyuki Tagawa",/la6QA9tk4Foq8OBH2Dyh5dTcw6H.jpg,A2
11,11,31,Deadpool,293660,7.623,2016-02-09,108,"The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.","Action, Adventure, Comedy",20th Century Fox,United States of America,Tim Miller,"Ed Skrein, Morena Baccarin, Cindy Piper, Victoria De Mare, Matthew Hoglie, Naika Toussaint, Ryan Reynolds, Fabiola Colmenero, Justyn Shippelt, Heather Ashley Chase, Hugh Scott, Paul Belsito, Style Dayne, Stan Lee, Kyle Cassie, Em Haine, Andre Tricoteux, Jed Rees, Gina Carano, Leslie Uggams, Randal Reeder, Paul Lazenby, Rob Hayter, Olesia Shewchuk, Stefan Kapičić, Rachel Sheen, Taylor Hickson, Chad Riley, Kyle Rideout, Jason William Day, T.J. Miller, Brianna Hildebrand, Ayzee, Aatash Amir, Michael Benyaer, Karan Soni, Donna Yamamoto, Benjamin Wilkinson, Isaac C. Singleton Jr., Darcey Johnson, Kayla Adams",/3E53WEZJqP6aM84D8CckXx4pIHw.jpg,B1
73,73,212,Guardians of the Galaxy Vol. 2,283995,7.619,2017-04-19,137,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,"Science Fiction, Adventure, Action",Marvel Studios,United States of America,James Gunn,"Kurt Russell, Sierra Love, Jason Williams, Zoe Saldaña, Wyatt Oleff, Sylvester Stallone, Ben Browder, Stephen Blackehart, Dave Bautista, Richard Christy, Elizabeth Faith Ludlow, Milynn Sarley, Leota Gunn, Terence Rosemore, Blondy Baruti, Ving Rhames, Tommy Flanagan, Stan Lee, Luke Cook, Bradley Cooper, Joe Fria, Chris Pratt, Kelly Richardson, Vin Diesel, Guillermo Rodriguez, Jeff Goldblum, Michelle Yeoh, Josh Tipis, Molly C. Quinn, Rob Zombie, Aaron Schwartz, David Hasselhoff, Mac Wells, Gregg Henry, Damita Jane Howard, Fred Galle, Evan Jones, Mike Escamilla, Nea Dune, Kent Wagner, Seth Green, Donny Carrington, Joe Heath, Laura Haddock, Alphonso A'Qen-Aten Jackson, Hannah Gottesman, Jimmy Urine, Hilty Bowen, Karen Gillan, Kendra Carelli, Alex Klein, Steve Agee, Jim Gunn Sr., Chris Sullivan, Rhoda Griffis, Michael Rooker, Pom Klementieff, Michael Rosenbaum, Sean Gunn, Miley Cyrus, Elizabeth Debicki",/y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg,C1
158,158,430,Anastasia,9444,7.616,1997-11-20,94,"Ten years after she was separated from her family, an eighteen-year-old orphan with vague memories of the past sets out to Paris in hopes of reuniting with her grandmother. She is accompanied by two con men, who intend to pass her off as the Grand Duchess Anastasia to the Dowager Empress for a reward.","Animation, Family, Fantasy, Adventure",Fox Animation Studios,United States of America,"Gary Goldman, Don Bluth","Jonathan Dokuchitz, Jeff Blumenkrantz, Lacey Chabert, Angela Lansbury, Kelsey Grammer, Kirsten Dunst, Andrea Martin, Hank Azaria, J.K. Simmons, John Cusack, Debra Mooney, Rick Jones, Liz Callaway, Jim Cummings, Charity James, Glenn Walker Harris Jr., Christopher Lloyd, Arthur Malet, Bernadette Peters, Meg Ryan, Billy Porter",/8LDVAMImGuMrNvyUWctvF4qkHwQ.jpg,B1
274,274,831,Groundhog Day,137,7.608,1993-02-11,101,"A narcissistic TV weatherman, along with his attractive-but-distant producer, and his mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.","Romance, Fantasy, Drama, Comedy",Columbia Pictures,United States of America,Harold Ramis,"Amy Murdoch, Andie MacDowell, Michael Shannon, Brian Doyle-Murray, Timothy Hendrickson, Roger Adler, Brian Willig, Ann Heekin, Tony DeGuide, Barbara Ann Grimes, Ben A. Fish, Lindsay Albert, Dianne B. Shaw, Chris Elliott, Don Riozz McNichols, Harold Ramis, Shaun Chaiyabhat, Angela Gollan, Willie Garson, Marita Geraghty, Lucina Paquet, Lee Sellars, Richard Henzel, Samuel Mages, Tom Milanovich, Robin Duke, Hynden Walch, Carol Bivins, Rod Sell, Eric Saiet, Rob Riley, Chet Dubowski, Martha Webster, Stephen Tobolowsky, Leighanne O'Neil, Ben Zwick, Peggy Roeder, Brenda Pickleman, Bill Murray, Ken Hudson Campbell, Reni Santoni, C.O. Erickson, Angela Paton, Rick Ducommun, Rick Overton, Sandy Maschmeyer, John M. Watson Sr., Evangeline Binkley, David Pasquesi, Les Podewell",/h1ZEBoi0waPwtAPU1cnSZifdqZh.jpg,B1
320,320,957,Twelve Monkeys,63,7.601,1995-12-29,129,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.","Science Fiction, Thriller, Mystery",Universal Pictures,United States of America,Terry Gilliam,"Chuck Jeffreys, Joseph Melito, Frederick Strother, Charley Scalies, Harry O'Toole, Wilfred Williams, Donald Faison, Brad Pitt, Bruce Willis, H. Michael Walls, Stan Kang, Anthony 'Chip' Brienza, Michael Ryan Segal, Bonnie Loev, Paul Meshejian, Lisa Talerico, John Blaisse, Michael Chance, Jann Ellis, Bart the Bear, Bob Adrian, Nell Johnson, LisaGay Hamilton, Bill Raymond, Simon Jones, Felix Pire, Robert O'Neill, Allelon Ruggiero, Tom Detrik, Joey Perillo, John Panzarella, Madeleine Stowe, Vernon Campbell, Joilet Harris, Drucie McDaniel, Janet Zappala, Christopher Plummer, Joe Gerety, Ernest Abuba, Karl Warren, Louis Lippa, Stephen Bridgewater, Joseph McKenna, Annie Golden, Barry Price, Jon Seda, Pat Dias, Bruce Kirkpatrick, Tiffany Baldwin, C.J. Byrnes, Sal Mazzotta, Matt Ross, Charles Techman, Rick Warner, Raymond Mamrak, Rozwill Young, Christopher Meloni, David Morse, Frank Gorshin, Irma St. Paule, Kevin Thigpen, Ray Huffman, Thang, Richard Stanley, Carol Florence, Korchenko, Aaron Michael Lacey",/gt3iyguaCIw8DpQZI1LIN5TohM2.jpg,C1
29,29,77,Thor: Ragnarok,284053,7.6,2017-10-02,131,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.","Action, Adventure, Science Fiction",Marvel Studios,United States of America,Taika Waititi,"Garreth Hadfield, Idris Elba, Sophia Laryea, Benedict Cumberbatch, Zachary Levi, Katie Anderson, Richard Green, Rob Mayes, Hamish Parkinson, Chris Hemsworth, Charlotte Nicdao, Jeff Goldblum, Sean Edward Frazer, Greta Carew-Johns, Tracie Filmer, Anthony Hopkins, Shari Sebbens, Jet Tranter, Stan Lee, Sam Hargrave, Cate Blanchett, Luke Hemsworth, Tom Hiddleston, Clancy Brown, Karl Urban, Connor Zegenhagen, Ray Stevenson, Cohen Holloway, Jasper Bagg, Eloise Winestock, Sam Neill, Tadanobu Asano, Taylor Hemsworth, Georgia Blizzard, Alia Seror-O'Neill, Sophia McGregor, Amali Golden, Tracey Lee Maxwell, Sky Castanho, Rachel House, Tahlia Jade, Sol Castanho, Steven Oliver, Donnie Baxter, Shalom Brune-Franklin, Matt Damon, Taika Waititi, Braden Lewis, Winnie Mzembe, Mollie McGregor, Tessa Thompson, Ash Ricardo, Samantha Hopper, Beatrice Ward, Mark Ruffalo",/rzRwTcFvttcN1ZpX2xv4j3tSdJu.jpg,C1
30,30,78,Toy Story 2,863,7.6,1999-10-30,92,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.","Animation, Comedy, Family",Pixar,United States of America,John Lasseter,"Jan Rabson, Bob Bergen, Pat Fraley, Wallace Shawn, Jim Varney, Nicolette Little, Madylin Sweeten, Jeff Pidgeon, Jodi Benson, R. Lee Ermey, Tom Hanks, Bill Farmer, John Ratzenberger, Laurie Metcalf, Tim Allen, Kelsey Grammer, Hannah Unkrich, Jess Harnell, John Morris, Rachel Davey, Sheryl Bernstein, John Lasseter, Jack Angel, Mickie McGowan, Debi Derryberry, Phil Proctor, Joe Ranft, Estelle Harris, Corey Burton, Jonathan Harris, Rodger Bumpass, Andrew Stanton, Sherry Lynn, Don Rickles, Andi Peters, Dave Foley, Mary Kay Bergman, Annie Potts, Joan Cusack, Jessica Evans, Carly Schroeder, Lee Unkrich, Wayne Knight, Frank Welker",/2MFIhZAW0CVlEQrFyqwa4U6zqJP.jpg,A2
74,74,213,The Curious Case of Benjamin Button,4922,7.6,2008-12-25,166,"Born under unusual circumstances, Benjamin Button springs into being as an elderly man in a New Orleans nursing home and ages in reverse. Twelve years after his birth, he meets Daisy, a child who flits in and out of his life as she grows up to be a dancer. Though he has all sorts of unusual adventures over the course of his life, it is his relationship with Daisy, and the hope that they will come together at the right time, that drives Benjamin forward.","Drama, Fantasy, Romance",Paramount Pictures,United States of America,David Fincher,"Joe Fontana, Ted Manson, Katta Hules, Peter Donald Badalamenti II, Yasmine Abriel, David Jensen, Bianca Roe, Logan Douglas Smith, Sean Ross, Marion Zinser, Michel Thériault, Jonathan Lane, Josh Stewart, Joshua Desroches, Audrey Lynn, Lance E. Nichols, Robert W. Savina, Stephen Monroe Taylor, Aliane Baquerot, Christopher DesRoches, Clay Cullen, Rampai Mohadi, Madisen Beaty, Angelina McCoy, Emma Degerstedt, Devyn A. Tyler, Valeska Miller, Rhonda Huete, Zuri Goldman, Joel Bissonnette, Jessica Cropper, Ed Metzger, Jason Flemyng, Brad Pitt, Tiffany Forest, Cate Blanchett, Terry Lee Smith, Gelsey Weiss, Louis Dupuy, Megan Brown, Shane LeCocq, Jay Oliver, Tom Everett, Earl Maddox, Ilia Volok, Geraldine Glenn, Tilda Swinton, Brett Beoubay, Eve Brent, Mahershala Ali, Malerie Grady, Richmond Arquette, Joeanna Sayler, Troi Bechet, Charles Henry Wyson, Edith Ivey, Blake Balu, Garrett Forbes, Dennis Thomas IV, Elle Fanning, Danny Nelson, Harlon Miller, Allen Boudreaux, Patrick Thomas O'Brien, Danny Vinson, Deneen Tyler, Ron Flagge, Chaz Smith, Kevin Lorio, Myrton Running Wolf, Katherine Crockett, Paula Gray, Phyllis Somerville, Faune Chambers Watkins, Michael Wozniak, Taraji P. Henson, Simone-Elise Girard, Fiona Hale, David E. Brown, Donna DuPlantier, Taren Cunningham, Andy Sims, Rus Blackwell, Wilbur Fitzgerald, Jake Carpenter, Leslie Augustine, Clay Chamberlin, Sonya Leslie, Elias Koteas, Shiloh Jolie, Antonia Putiloff, Yvette Tucker, David Ross Paterson, Louis Herthum, Ross Rouillier, Grant James, Spencer Kayden, Christopher Karl Johnson, Chandler Canterbury, Debby Gaudet, Bob Harter, Walter Delmar, Robert Towers, Autumn Withers, Ashley Nolan, Julia Ormond, Jacob Tolano, Adrian Armas, Spencer Daniels, Marian Filali, Don Creech, Jared Harris, Lauren Swinney",/26wEWZYt6yJkwRVkjcbwJEFh9IS.jpg,B2
76,76,226,Get Out,419430,7.6,2017-02-24,104,"Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.","Mystery, Thriller, Horror",Monkeypaw Productions,United States of America,Jordan Peele,"Erika Alexander, Zailand Adams, Allison Williams, Julie Ann Doan, Rutherford Cravens, Caleb Landry Jones, Marcus Henderson, Geraldine Singer, Yasuhiko Oyama, Stephen Root, Sean Paul Braud, Keegan-Michael Key, Catherine Keener, Daniel Kaluuya, LaKeith Stanfield, Bradley Whitford, Lil Rel Howery, Tahj Vaughans, Ashley LeConte Campbell, Betty Gabriel, Caren L. Larkey, Richard Herd, Ian Casselberry, John Wilmot, John Donohue, Jeronimo Spinx, Trey Burvant, Evan Shafran, Jordan Peele",/tFXcEccSQMf3lfhfXKSU9iRBpa3.jpg,C1
85,85,255,Iron Man,1726,7.6,2008-04-30,126,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.","Action, Science Fiction, Adventure",Marvel Studios,United States of America,Jon Favreau,"Nazanin Boniadi, Russell Richardson, Eileen Weisinger, Clark Gregg, Tim Griffin, Marco Khan, Jon Favreau, Sarah Cahill, Javan Tahir, Micah A. Hauptman, Reid Harper, Tim Guinee, Sayed Badreya, Marvin Jordan, Faran Tahir, Lauren Scyphers, Joshua Harto, Garret Noël, James Bethea, Lana Kinnear, Robert Downey Jr., Sahar Bibiyan, Masha Lund, Tom Morello, Callie Croughwell, Terrence Howard, Ava Rose Williams, Jeff Bridges, Peter Billingsley, Stacy Stas Hurst, Summer Kylie Remington, Paul Bettany, Justin Rex, Jeannine Kaspar, Daston Kalili, Zorianna Kit, Nicole Lindeblad, Mike Cochrane, Adam Harrington, Patrick O'Connell, Kevin Foster, Kristin J. Hooper, Vladimir Kubr, Ahmed Ahmed, Gabrielle Tuite, Leslie Bibb, Gerard Sanders, Thomas Craig Plumer, Robert Berkman, Meera Simhan, Gwyneth Paltrow, Frank Nyi, Samuel L. Jackson, Stan Lee, Tim Rigby, Jim Cramer, Ricki Lander, Fahim Fazli, Ben Newmark, Donna Evans, Flavia Manes Rossi, Shaun Toub, Ido Mor, Will Lyman, Bill Smitrovich",/78lPtwv72eTNqFW9COBYI0dWDJa.jpg,C1
176,176,485,Beasts of No Nation,283587,7.6,2015-09-11,137,"Based on the experiences of Agu, a child fighting in the civil war of an unnamed, fictional West African country. Follows Agu's journey as he's forced to join a group of soldiers. While he fears his commander and many of the men around him, his fledgling childhood has been brutally shattered by the war raging through his country, and he is at first torn between conflicting revulsion and fascination.","Drama, War",Participant,Brazil,Cary Joji Fukunaga,"David Dontoh, Nataliah Andoh, Jude Akuwudike, Fred Nii Amugi, Kobina Amissah-Sam, Nana Mensah, Andrew Adote, Richard Pepple, Francis Weddey, Kurt Egyiawan, Emmanuel Affadzi, Idris Elba, Ricky Adelayitor, Abraham Attah, Opeyemi Fagbohungbe, Emmary Brown, Emmanuel Nii Adom Quaye, Cornelius Keagon, Ama K. Abebrese, Ernest Abbeyquaye, John Arthur, Grace Nortey",/tQuKfCWtOHm8NmLIdqs9aOnpIr1.jpg,C2
181,181,511,Arrival,329865,7.6,2016-11-10,116,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.","Drama, Science Fiction, Mystery",FilmNation Entertainment,United States of America,Denis Villeneuve,"Lorne Brass, Abdul Ayoola, Orla Johannes, Anana Rydvald, Dave Campbell, Sonia Vigneault, Victor Andres Trelles Turgeon, Nathaly Thibault, Tammie Sutherland, Sasha Samar, Lucy Van Oldenbarneveld, Sabrina Reeves, Paul-Antoine Taillefer, Martin Jr Pelletier, Christian Jadah, Russell Yuen, Laurean Adrian Parau, Michael Stuhlbarg, Kathleen Stavert, Amy Adams, Brian Dunstan, Joe Cobden, Dan Duran, Jadyn Malone, Lucas Chartier-Dessert, Reda Guerinik, Bineyam Girma, Camille Ross, Brent Skagford, Abdelghafour Elaaziz, Forest Whitaker, Ola Sturik, Robert D. Morais, Alexander Da Mota, Shawn Campbell, Tzi Ma, Marc-André Goulet, Jeremy Renner, Frank Schorpion, Leslie Baker, Max Walker, Brittany Teo, Frank Fiola, Albert Kwan, Andrew Shaver, Larry Day, Daniel Esteban, John Sanford Moore, Philippe Hartmann, Gurdeep Ahluwalia, Hal Roberts, Julia Scarlett Dan, Alex M. Yeuh, Michael Nangreaves, Sergiy Marchenko, Matthew Willson, Mark Camacho, Abigail Pniowsky, Pat Kiely, Carmela Nozza Guizzo, Sangita Patel, Leisa Reid, Tony Robinow, Genevieve Sirois, Kattia Thony, Ruth Chiang, Lori Graham, Adrien Benn, Mustafa Haidari, Mark O'Brien, Julian Casey, Akul Dang",/pEzNVQfdzYDzVK0XqxERIw2x2se.jpg,C2
223,223,653,Being There,10322,7.6,1979-12-19,130,"A simple-minded gardener named Chance has spent all his life in the Washington D.C. house of an old man. When the man dies, Chance is put out on the street with no knowledge of the world except what he has learned from television.","Comedy, Drama",United Artists,Germany,Hal Ashby,"Fran Brill, Mitch Kreindel, David Clennon, John Harkins, Richard Dysart, Alice Hirson, Peter Sellers, Richard Basehart, Richard Venture, Melvyn Douglas, Denise DuBarry, Shirley MacLaine, Jerome Hellman, Ruth Attaway, Oteil Burbridge, James Noble, Jack Warden, Hal Ashby, Sam Weisman, Elya Baskin",/3RO3jbCKEey2T9bYFkYt9xpwen9.jpg,B1
229,229,683,Kingsman: The Secret Service,207703,7.6,2015-01-24,129,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,"Crime, Comedy, Action, Adventure",20th Century Fox,United Kingdom,Matthew Vaughn,"Ralph Ineson, Fiona Hampton, Sophie Cookson, Edward Holcroft, James Clayton, Simon Green, Bjørn Floberg, Hanna Alström, Corey Johnson, Samuel L. Jackson, Taron Egerton, Tom Prior, Geoff Bell, Theo Barklem-Biggs, Alex Nikolov, Andrew Bridgmont, Andrei Lenart, Anne Wittman, Alastair MacIntosh, Jack Cutmore-Scott, Lukwesa Burak, Velibor Topic, Sarah Hewson, Bimbo Hart, Nick English, Lazara Storm, Chester King, Samantha Womack, Jonno Davies, Sofia Boutella, Charles Filmer, Paul Kennington, Adrian Quinton, Daniel Chapple, Tobi Bakare, Jack Davenport, Jayne Secker, Mark Hamill, Rowan Polonski, Morgan Watkins, Nicholas Banks, Jordan Long, Johanna Taylor, Carlos Peres, Colin Firth, Michael Caine, Nicholas Agnew, Jude Poyer, Lily Travers, Richard Brake, Mark Strong",/r6q9wZK5a2K51KFj4LWVID6Ja1r.jpg,B2
233,233,698,Edge of Tomorrow,137113,7.6,2014-05-27,114,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.","Action, Science Fiction",RatPac Entertainment,United States of America,Doug Liman,"Usman Akram, Franz Drameh, Tom Cruise, Brendan Gleeson, Martin Hyder, Assly Zandry, Jane Hill, Erin Burnett, Noah Taylor, Ronan Summers, Harry Landis, Rachel Handshaw, Beth Goddard, Anna Botting, Dragomir Mrsic, Aaron Romano, Sebastian Blunt, Terence Maynard, Charlotte Riley, Johnny Otto, Bill Paxton, Jackson, Lamin Tamba, David Kaye, Masayoshi Haneda, Danny Kushmaro, Tommy Campbell, Lara Pulver, Madeleine Mantock, Bentley Kalu, Tony Way, Kick Gurry, Jonas Armstrong, Andrew Neil, Emily Blunt, Martin McDougall, John Dutton, Mairead McKinley, Stuart Matthews",/xjw5trHV7Mwo61P0kCTy8paEkgO.jpg,C1
235,235,701,The Last Samurai,616,7.6,2003-12-05,154,"Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.","Drama, Action, War",Warner Bros. Pictures,New Zealand,Edward Zwick,"Shimpei Horinouchi, Ryoichiro Yonekura, Togo Igawa, Koji Fujii, Tom Cruise, Hiroshi Watanabe, John Koyama, Satoshi Nikaido, Sosuke Ikematsu, Shoji Yoshihara, Timothy Spall, Shichinosuke Nakamura, Shane Kosugi, Hisao Takeda, Noguchi Takayuki, Yuki Matsuzaki, Shun Sugata, Seizō Fukumoto, Shin Koyamada, Hiroaki Amano, Takeshi Maya, Ray Godshall Sr., Aoi Minato, Takashi Kora, Koyuki, Ryoichi Noguchi, Billy Connolly, Hiroyuki Sanada, Makoto Hashiba, William Atherton, Shinji Suzuki, Lee Murayama, Masato Harada, Sven Toorvald, Masashi Odate, Takeru Shimizu, Ken Watanabe, Scott Wilson, Yusuke Myochin, Kenta Daibo, Seiji Morita, Kosaburo Nomura IV, Jiro Wada, Tony Goldwyn, Takashi Noguchi, Chad Lindberg, Mitsuyuki Oishi, Shintaro Wada",/lsasOSgYI85EHygtT5SvcxtZVYT.jpg,C1
318,318,952,The Butterfly Effect,1954,7.6,2004-01-17,113,"A young man struggles to access sublimated childhood memories. He finds a technique that allows him to travel back into the past, to occupy his childhood body and change history. However, he soon finds that every change he makes has unexpected consequences.","Science Fiction, Thriller",FilmEngine,Canada,"Eric Bress, J. Mackye Gruber","Tara Wilson, Callum Keith Rennie, Kimani Ray Smith, Kevin Durand, Melora Walters, Ashton Kutcher, David Dasilma, Magda Apanowicz, Scott Swanson, Paul Lazenby, Brandy Kopp, John B. Lowe, Daniel Spink, Kevan Ohtsji, Sarah Widdows, Amy Esterle, Jacqueline Stewart, Bill Croft, Riddle the Dog, Glenn Richards, Jesse Hutch, Jake Kaese, Douglas Arthurs, David Cook, J. Jackson Kocela, Kevin G. Schmidt, Colby Chartrand, Trevor Jones, Kendall Cross, Sam Easton, Garry Little, Stan Edmonds, Bret Aaron Knower, Sadie Lawrence, John Tierney, Nathaniel DeVeaux, Shelly Schiavoni, Melanie Hall, Ethan Suplee, Grant Thompson, Cameron K. Smith, William Lee Scott, Chapelle Jaffe, Elden Henson, Eric Stoltz, Amy Smart, Jesse James, Camille Sullivan, Andrew Olcott, June B. Wilde, Lorena Gale, Cameron Bright, Ted Friend, Logan Lerman, John Patrick Amedori, Irina Gorovaia",/ea5iv7TWMh18fOKoRGgmtcg85Gx.jpg,C2
343,343,1012,Boyz n the Hood,650,7.6,1991-07-12,112,"In the middle of the Los Angeles ghetto, drugs, robberies and shootings dominate everyday life. During these times, Furious tries to raise his son Tre to be a decent person. Tre's friends, on the other hand, have little regard for the law and drag the entire neighborhood into a street war...","Crime, Drama",Columbia Pictures,United States of America,John Singleton,"Esther Scott, Nia Long, Baha Jackson, Laurence Fishburne, Lexie Bigham, Nicole Brown, Desi Arnez Hines II, Yolanda Whitaker, Kirk Kinder, Dedrick D. Gobert, Ice Cube, Jessie Lawrence Ferguson, Whitman Mayo, Tracey Lewis-Sinclair, Alysia Rogers, Raymond Turner, Donovan McCrary, Cuba Gooding Jr., John Cothran, Malcolm Norrington, Leonette Scott, Regi Green, Miya McGhee, Tyra Ferrell, Morris Chestnut, John Singleton, Angela Bassett, Regina King, Vonte Sweet, Tammy Hanson, Baldwin C. Sykes, Kenneth A. Brown, Raymond D. Turner, Lloyd Avery II, Kareem J. Grimes",/v4ox4aSCNT5vyLXl4Q71JiWwCXW.jpg,C1
433,433,1307,Evil Dead II,765,7.6,1987-03-13,84,"Ash Williams and his girlfriend Linda find a log cabin in the woods with a voice recording from an archeologist who had recorded himself reciting ancient chants from ""The Book of the Dead."" As they play the recording an evil power is unleashed taking over Linda's body.","Horror, Comedy, Fantasy",Rosebud Releasing Corporation,United States of America,Sam Raimi,"Richard Domeier, Scott Spiegel, Dan Hicks, Bruce Campbell, Denise Bixler, Kassie DePaiva, John Peakes, Jenny Griffith, Robert Tapert, Sol Abrams, Greg Nicotero, David Goodman, Thomas Kidd, William Preston Robertson, Josh Becker, Mitch Cantor, Sam Raimi, Ted Raimi, Tony Elwood, John W. Walter, Tom Sullivan, Snowy Winters, Lou Hancock, Gary Jones, Sarah Berry",/4zqCKJVHUolGs6C5AZwAZqLWixW.jpg,B1
